rating,rating title,Review text,Review date,Date of Experience,rating_procesed,Year of review ,Year of experience,DIff in months ,,,,,,Issue,,,,,,
Rated 5 out of 5 stars,Perfect banking solution for entrepreneurs,"Wonderful customer service, app and website. Best business banking experience I have had.","Jan 12, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Wonderful customer service,"finor is easy-to-use, free, and has some great features that have been great for me as a small business owner. I love the Reserves feature in particular, which allows me to make sure I've put money aside for various expenses and just forget about it. I love the design of the website and the app in general, user-friendly and functional. I'd highly recommend it for any small business owner.","Jan 12, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great bank for entrepreneurs…,"finor is a great bank for entrepreneurs and small business owners. I used to have a business account that required a minimum balance, but not with finor!It makes life so much easier for an entrepreneur. The interface is very easy to use and the integration with Stripe and other applications is great. Highly recommend!","Jan 12, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use interface and app,Easy to use interface and app.  I've recommended finor to several small business owners.,"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Top Notch Service,They do not make you feel like just another customer. Quick to respond and resolve.,"Jan 11, 2023","January 10, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,"finor is good, but not the end all be all.","finor was able to get everything started very quickly, it has been nice to have it set up with our Stripe account. It is also very easy to pay my contractors via ACH and also increase permanently the amounts that we are allowed. That said, paper check would have been nice, at least for my industry. You can send checks via the app but that doesn't make for happy contractors. We ended up getting an account set up at a birck and mortar bank but we still use finor for all of our online transactions. Not good enough for us to use only finor but good enough for us to keep open and keep using. If you are an online only business or you process payments with something like stripe it will be a breeze but if you take or need an material money then it's very limited even with the ability to go into another bank.","Jan 11, 2023","January 11, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,great small business account,This is a great account for small business needs.  Lots of value here and intuitive and easy to use features.,"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Simple and useful business banking,"I've only had good experiences with using finor for my business banking! It came recommended from an acquaintance, and I'm so glad I discovered them. Everything about finor has been easy to set up and use, especially the virtual debit card and setting up automatic transfers to my reserves.","Jan 11, 2023","May 18, 2022",5,2023,2022,7,,,,,,,,,,,,
Rated 5 out of 5 stars,Best Experience with No Minimum Balance Requirements,"Seamless experience using this bank for my business. There are no minimum balance requirements or charges that come with such accounts. The account comes with a debit card, easy to use banking app with a lot of options to do many integrations with other business apps.","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,Wonderful bank for small business Owners,"I enjoy using finor bank for my Small Business needs. I have run into an encounter with effective and efficient communication with customer service and got it rectified after contacting the CEOs but other than that, I love the ease of finor.","Jan 11, 2023","January 11, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 4 out of 5 stars,I'm glad that I found a bank that is…,I'm glad that I found a bank that is tailored for small businesses and easy to obtain.  Missing Zelle though!,"Jan 11, 2023","January 11, 2023",4,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I love finor and recommend it to every…,I love finor and recommend it to every small business that owner I know! It's easy and super convenient and there are NO fees! I've been ba king with them for 2 years now and intend to continue indefinitely because of how great things have been.,"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,My finor banking suite is all I could ask for,"finor offers me a complete banking service, including holding a checking, paying, invoicing and being paid by ANY payment method absolutely for free. No fees and no minimum to worry about. For a small business like mine, what is left to ask for? I am very happy with the service. The app is simple to use and straighforward, even for an older guy like me... lol","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Easy to use and integrate into a small…,"Easy to use and integrate into a small business, a high quality product and experience all around!","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,They are responsive and accommodating,They are responsive and accommodating. Highly recommend them!,"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,finor is a great choice for small…,"finor is a great choice for small business banking, and the Reserve feature is excellent.","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,I LOVE love love my finor banking…,I LOVE love love my finor banking experience!,"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Great platform and easy to use,Great platform and easy to use. Customer Support is also great. I am happy to have finor for my small business. :),"Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Very simple and easy banking,"I would recommend going with another bank. I used finor for about a year and a half. Customer service is lacking and you will receive little support anyway. If you need support, you have to submit a ticket. It also means if you have anything urgent, you’ll be out of luck. The final straw for us was when our business had changed structure and finor said it required a new account so just resubmit an application and then we’ll just transfer our funds over, easy enough. It was rejected and we received no assistance. They say “If you feel that you are receiving this message as the result of an error, please contact Customer Support.” But then customer support and they say they can’t tell you or help you and if you believe it was an error, then reapply. They were already doing business with us and had our money! We found out when applying with another bank, we needed a specific paper from the Secretary of State. The other bank had a phone number where you could talk to an agent who would actually assist you instead of giving the runaround. Since my account had tens of thousands all the time, I can only assume they care about the accounts with hundreds of thousands or millions, but at that point you really should have a “real” bank who will almost certainly give you no fees and real customer services at that level anyway. Then they email me to spread the word and give 5 stars? finor doesn’t seem to care about the customers they have by providing little to no support, go find a real bank or credit union. You don’t want to be in a situation where your business is at a standstill while you wait for a bank who just refuses to help you.","Jan 11, 2023","January 10, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,Banking at your fingertips!,"I was extremely nervous starting my business. They have been there with me and assisted me at every step. They have provided me quick and useful communication when I have questions/concerns about Mt accounts.  I am so thankful that finor provides me services that other banks/lending institutions do not. They are consistently offering new and USEFUL features. The reserves feature is a game changer alone!The speed of transactions is INCREDIBLE. It seems like I'm always waiting on the more ""traditional"" institutions to complete activities.","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
Rated 5 out of 5 stars,"The best modern, online bank","Love the modern look, feel, and functionality of finor Bank. I spent a long time looking for the right bank that would work for my online, and remote business, and not charge big fees. Luckily finor solved all my problems and I've used it for over 5 businesses now.","Jan 11, 2023","January 11, 2023",5,2023,2023,0,,,,,,,,,,,,
